48.26;71.92;144;1004.02;1000.92;28.60;187.63
48.26;71.92;144;1004.02;1000.90;28.60;187.76
48.26;71.92;144;1005.13;1000.86;28.61;188.09
48.26;71.92;144;1005.13;1000.92;28.61;187.56
48.26;71.92;144;1005.13;1001.13;28.61;185.79
48.26;71.92;148;1004.02;1000.53;28.61;190.92
48.68;71.92;148;1004.02;1001.07;28.62;186.35
48.68;71.92;148;1005.13;1001.05;28.61;186.43
48.68;71.92;144;1005.13;1000.99;28.62;186.98
48.68;71.92;148;1005.13;1001.13;28.62;185.80
48.68;71.92;148;1004.02;1000.90;28.61;187.76
48.68;71.92;144;1004.02;1000.71;28.61;189.40
49.10;71.92;148;1005.13;1001.07;28.62;186.36
49.10;71.92;36;1005.13;1000.90;28.62;187.79
49.10;71.92;144;1005.13;1000.96;28.62;187.28
49.10;71.92;120;1004.02;1000.87;28.62;188.01
49.10;71.92;8;1005.13;1000.71;28.63;189.38
49.10;71.92;160;1005.13;1000.96;28.63;187.28
49.10;71.92;140;1005.13;1000.95;28.64;187.31
49.10;71.92;16;1005.13;1000.99;28.64;187.02
49.52;71.92;132;1004.02;1000.65;28.65;189.89
49.52;71.92;160;1004.02;1000.84;28.65;188.24
49.52;71.92;144;1005.13;1000.92;28.66;187.56
49.52;71.92;140;1005.13;1000.92;28.66;187.58
49.52;71.92;128;1005.13;1000.85;28.66;188.15
49.52;71.92;120;1005.13;1000.87;28.67;188.03
49.93;71.92;132;1005.13;1000.83;28.67;188.37
49.93;71.92;84;1005.13;1000.87;28.68;188.05
49.93;71.92;132;1005.13;1000.78;28.68;188.77
49.93;71.92;136;1004.02;1000.83;28.68;188.35
49.93;71.92;140;1004.02;1000.81;28.68;188.64
49.93;71.92;132;1004.02;1000.85;28.68;188.18
49.93;71.92;-24;1004.02;1000.75;28.68;189.03
49.93;71.92;120;1005.13;1000.70;28.69;189.44
49.93;71.92;132;1004.02;1000.63;28.68;190.09
49.93;71.92;128;1004.02;1000.76;28.68;188.99
49.93;71.92;80;1004.02;1000.67;28.68;189.73
49.93;71.92;132;1004.02;1000.71;28.68;189.37
49.93;71.92;136;1005.13;1000.73;28.68;189.24
49.93;71.92;132;1005.13;1000.73;28.68;189.23
50.35;71.92;132;1005.13;1000.76;28.67;188.93
50.35;71.92;132;1005.13;1000.80;28.67;188.60
49.93;71.92;112;1004.02;1000.76;28.67;188.98
50.35;71.92;104;1005.13;1000.77;28.68;188.91
50.35;71.92;112;1005.13;1000.76;28.68;188.95
50.35;71.92;152;1004.02;1000.87;28.68;188.02
50.35;71.92;168;1004.02;1000.80;28.67;188.59
50.35;71.92;172;1005.13;1000.82;28.67;188.41
50.35;71.92;172;1004.02;1000.80;28.69;188.65
50.35;71.92;144;1005.13;1000.74;28.68;189.12
50.35;71.92;124;1005.13;1000.76;28.69;188.91
49.93;71.92;128;1004.02;1000.77;28.69;188.88
49.93;71.92;156;1005.13;1000.72;28.71;189.29
49.93;71.92;164;1005.13;1000.79;28.69;188.70
49.93;71.92;148;1004.02;1000.76;28.70;188.94
49.93;71.92;140;1004.02;1000.75;28.71;189.05
49.93;71.92;40;1004.02;1000.81;28.72;188.79
49.52;71.92;120;1004.02;1000.70;28.70;189.49
49.52;71.92;140;1005.13;1000.70;28.71;189.44
49.10;71.92;140;1004.02;1000.76;28.72;188.92
49.10;71.92;152;1004.02;1000.76;28.72;188.95
49.10;71.92;144;1004.02;1000.76;28.73;188.93
49.10;71.92;132;1004.02;1000.73;28.73;189.19
49.10;71.92;168;1004.02;1000.71;28.72;189.40
48.68;71.92;156;1005.13;1000.82;28.73;188.45
48.68;71.92;168;1004.02;1000.66;28.73;189.77
48.68;71.92;108;1005.13;1000.70;28.74;189.44
48.68;71.92;160;1005.13;1000.76;28.73;188.98
48.68;71.92;112;1005.13;1000.75;28.73;189.08
48.26;71.92;160;1004.02;1000.77;28.72;188.89
48.26;71.92;180;1005.13;1000.66;28.72;189.82
48.26;71.92;176;1004.02;1000.59;28.72;190.42
48.26;71.92;160;1004.02;1000.52;28.72;191.03
47.85;71.92;104;1004.02;1000.48;28.70;191.33
47.85;71.92;-12;1004.02;1000.27;28.68;193.08
47.85;71.92;48;1004.02;1000.33;28.67;192.63
47.85;71.92;28;1004.02;1000.35;28.68;192.41
47.85;71.92;44;1004.02;1000.26;28.69;193.16
47.85;71.92;72;1004.02;1000.25;28.69;193.25
47.85;71.92;92;1004.02;1000.28;28.68;192.99
47.85;71.92;96;1004.02;1000.37;28.67;192.25
47.85;71.92;100;1004.02;1000.33;28.67;192.63
47.85;71.92;100;1004.02;1000.25;28.65;193.28
47.85;71.92;88;1004.02;1000.27;28.65;193.08
47.43;71.92;92;1004.02;1000.39;28.66;192.06
47.43;71.92;92;1004.02;1000.43;28.65;191.74
47.43;71.92;92;1005.13;1000.45;28.65;191.61
47.43;71.92;92;1005.13;1000.57;28.65;190.53
nan;nan;nan;nan;nan;nan;nan
