44.51;71.92;72;1005.13;1001.60;28.37;181.87
44.51;71.92;64;1005.13;1001.60;28.38;181.82
44.51;71.92;68;1005.13;1001.57;28.37;182.11
44.51;71.92;72;1005.13;1001.56;28.35;182.21
44.51;71.92;64;1005.13;1001.56;28.37;182.14
44.51;71.92;64;1005.13;1001.43;28.38;183.25
44.51;71.92;64;1005.13;1001.38;28.38;183.72
44.51;71.92;68;1005.13;1001.35;28.39;183.91
44.51;71.92;68;1005.13;1001.39;28.40;183.65
44.51;71.92;68;1005.13;1001.40;28.40;183.52
44.09;71.92;76;1004.02;1001.34;28.41;183.99
44.09;71.92;72;1005.13;1001.30;28.42;184.34
44.09;71.92;68;1005.13;1001.26;28.42;184.74
44.09;71.92;72;1004.02;1001.28;28.43;184.52
44.09;71.92;72;1005.13;1001.20;28.44;185.23
44.09;71.92;72;1005.13;1001.32;28.44;184.20
44.09;71.92;72;1005.13;1001.38;28.43;183.70
44.09;71.92;80;1005.13;1001.41;28.44;183.48
43.68;71.92;64;1005.13;1001.49;28.41;182.75
44.09;71.92;68;1005.13;1001.52;28.41;182.49
44.09;71.92;-40;1005.13;1001.56;28.42;182.15
44.09;71.92;60;1006.24;1001.73;28.44;180.77
44.09;71.92;56;1005.13;1001.71;28.44;180.91
44.51;71.92;56;1005.13;1002.03;28.42;178.21
49.52;71.92;64;1005.13;1002.07;28.45;177.85
52.43;71.92;64;1006.24;1002.42;28.46;174.91
52.02;71.92;64;1006.24;1002.48;28.45;174.41
53.27;71.92;68;1006.24;1002.59;28.44;173.43
55.77;71.92;72;1007.35;1002.87;28.44;171.12
57.02;71.92;72;1007.35;1003.02;28.44;169.78
57.86;71.92;72;1007.35;1003.23;28.44;168.05
58.27;71.92;72;1007.35;1003.38;28.44;166.80
58.69;71.92;20;1007.35;1003.40;28.44;166.62
59.11;71.92;80;1007.35;1003.53;28.44;165.48
57.86;71.92;108;1007.35;1003.56;28.46;165.25
57.02;71.92;96;1007.35;1003.57;28.46;165.20
55.77;71.92;80;1007.35;1003.56;28.46;165.23
54.94;71.92;92;1007.35;1003.53;28.48;165.52
54.10;71.92;96;1007.35;1003.50;28.48;165.78
53.68;71.92;96;1007.35;1003.44;28.48;166.21
53.27;71.92;92;1007.35;1003.28;28.49;167.60
52.85;71.92;-12;1006.24;1003.24;28.50;167.95
52.43;71.92;92;1007.35;1003.12;28.50;168.95
52.43;71.92;88;1006.24;1003.01;28.50;169.89
52.85;71.92;88;1006.24;1002.83;28.47;171.43
52.85;71.92;96;1006.24;1002.78;28.45;171.81
52.85;71.92;96;1006.24;1002.64;28.45;173.02
52.85;71.92;40;1006.24;1002.62;28.44;173.21
53.27;71.92;100;1006.24;1002.61;28.44;173.27
53.27;71.92;96;1006.24;1002.63;28.42;173.25
53.68;71.92;96;1006.24;1002.51;28.42;174.09
53.68;71.92;96;1006.24;1002.54;28.40;173.88
53.68;71.92;96;1006.24;1002.59;28.40;173.42
53.68;71.92;96;1006.24;1002.59;28.39;173.47
54.10;71.92;92;1006.24;1002.65;28.39;172.96
54.10;71.92;92;1006.24;1002.75;28.38;172.09
54.52;71.92;100;1006.24;1002.65;28.36;172.96
54.52;71.92;88;1005.13;1002.44;28.35;174.75
54.52;71.92;96;1006.24;1002.88;28.33;171.00
54.52;71.92;92;1006.24;1002.73;28.33;172.30
54.10;71.92;40;1006.24;1002.79;28.31;171.74
54.10;71.92;100;1006.24;1002.76;28.31;172.05
53.68;71.92;100;1006.24;1002.72;28.29;172.36
53.68;71.92;100;1006.24;1002.70;28.29;172.49
53.68;71.92;96;1007.35;1002.72;28.27;172.37
53.27;71.92;92;1006.24;1002.72;28.27;172.45
52.85;71.92;-80;1006.24;1002.69;28.26;172.60
52.85;71.92;240;1006.24;1002.68;28.25;172.68
52.85;71.92;164;1006.24;1002.56;28.23;173.74
52.43;71.92;176;1006.24;1002.34;28.24;175.54
52.43;71.92;212;1006.24;1002.28;28.25;176.08
52.02;71.92;120;1006.24;1002.13;28.23;177.33
52.02;71.92;8;1006.24;1002.05;28.23;178.00
51.60;71.92;0;1006.24;1001.97;28.21;178.74
51.60;71.92;-40;1005.13;1001.84;28.18;179.78
51.60;71.92;0;1005.13;1001.76;28.17;180.43
51.18;71.92;0;1005.13;1001.58;28.17;181.97
51.18;71.92;-4;1005.13;1001.57;28.13;182.07
51.18;71.92;0;1005.13;1001.48;28.13;182.88
50.77;71.92;40;1005.13;1001.30;28.09;184.39
50.77;71.92;40;1004.02;1001.27;28.10;184.59
50.77;71.92;36;1005.13;1001.21;28.10;185.13
50.35;71.92;20;1005.13;1001.13;28.09;185.84
50.35;71.92;24;1005.13;1001.06;28.09;186.37
50.35;71.92;16;1005.13;1001.03;28.12;186.70
50.35;71.92;-28;1005.13;1001.12;28.13;185.91
49.10;71.92;140;1004.02;1000.93;28.26;187.55
49.10;71.92;144;1004.02;1000.86;28.27;188.09
49.10;71.92;128;1005.13;1000.85;28.27;188.16
49.10;71.92;124;1004.02;1000.91;28.27;187.64
49.10;71.92;-16;1005.13;1000.80;28.25;188.65
49.10;71.92;-24;1004.02;1000.93;28.28;187.55
49.10;71.92;-12;1005.13;1000.81;28.30;188.57
49.10;71.92;-28;1004.02;1000.89;28.32;187.88
49.93;71.92;-24;1004.02;1000.86;28.34;188.14
50.35;71.92;-20;1005.13;1000.89;28.37;187.81
50.77;71.92;-28;1005.13;1000.87;28.46;188.03
49.52;71.92;48;1005.13;-22.89;179.40;nan
49.52;71.92;44;1005.13;1000.92;28.61;187.64
49.52;71.92;12;1004.02;1000.97;28.60;187.17
49.10;71.92;76;1005.13;1000.92;28.59;187.19
49.10;71.92;144;1004.02;1000.96;28.58;187.27
49.10;71.92;136;1005.13;1000.89;28.57;187.87
48.68;71.92;136;1005.13;1001.00;28.57;186.88
49.10;71.92;144;1005.13;1000.90;28.57;187.79
48.68;71.92;140;1005.13;1001.00;28.58;186.90
48.68;71.92;196;1005.13;1000.97;28.57;187.14
48.68;71.92;136;1005.13;1000.94;28.56;187.38
48.68;71.92;136;1005.13;1000.95;28.56;187.33
48.26;71.92;120;1005.13;1000.87;28.56;188.05
48.26;71.92;156;1005.13;1000.85;28.56;188.21
48.26;71.92;148;1005.13;1000.94;28.56;187.43
48.26;71.92;144;1005.13;1000.94;28.56;187.77
48.26;71.92;96;1005.13;1000.93;28.56;187.52
48.26;71.92;136;1005.13;1000.88;28.56;187.91
48.26;71.92;132;1005.13;1000.90;28.57;187.75
48.26;71.92;132;1005.13;1000.83;28.57;188.33
48.26;71.92;132;1004.02;1000.85;28.58;188.19
48.26;71.92;8;1005.13;1000.89;28.58;187.86
48.26;71.92;140;1005.13;1000.95;28.60;187.37
48.26;71.92;152;1004.02;1000.84;28.60;188.23
